lat	lng
35.22527199	126.7358537
35.16285088	126.6999108
35.16285088	126.6999108
35.12705682	126.7893527
35.1307386	126.7898652
35.1307386	126.7898652
35.1307386	126.7898652
35.13071336	126.7892377
35.12906344	126.7915199
35.12906344	126.7915199
35.13146327	126.7988718
35.12934978	126.7939849
35.12934978	126.7939849
35.1331348	126.7920104
35.20903272	126.8133215
35.20903272	126.8133215
35.21958482	126.8183376
35.21958482	126.8183376
35.22005904	126.819645
35.22005904	126.819645
35.22005904	126.819645
35.21245159	126.6912271
35.21245159	126.6912271
35.12283972	126.7221071
35.15928567	126.7381409
35.084367	126.788356
35.22364077	126.82516
35.22364077	126.82516
35.220662	126.82487
35.220662	126.82487
35.220662	126.82487
35.22237425	126.8190853
35.22237425	126.8190853
35.22237425	126.8190853
35.220769	126.817423
35.221648	126.818957
35.221648	126.818957
35.221648	126.818957
35.206351	126.846412
35.20688276	126.8511634
35.21329111	126.8474602
35.21329111	126.8474602
35.20891109	126.8473979
35.172069	126.798293
35.17248818	126.8003595
35.17248818	126.8003595
35.17059063	126.8002238
35.16422952	126.7995728
35.16422952	126.7995728
35.173834	126.8063179
35.16828831	126.8030705
35.16828831	126.8030705
35.16964969	126.8040169
35.16964969	126.8040169
35.16964969	126.8040169
35.163659	126.674396
35.1463688	126.7731579
35.1463688	126.7731579
35.14811821	126.7695745
35.14811821	126.7695745
35.144748	126.781455
35.14760455	126.7973492
35.14760455	126.7973492
35.14569823	126.79879
35.14569823	126.79879
35.14399315	126.7936154
35.146244	126.791534
35.146244	126.791534
35.15173936	126.8024967
35.15173936	126.8024967
35.15001294	126.7987049
35.15001294	126.7987049
35.158175	126.736272
35.158175	126.736272
35.158175	126.736272
35.158219	126.732216
35.1349421	126.7859557
35.1349421	126.7859557
35.135095	126.798462
35.135095	126.798462
35.135095	126.798462
35.137559	126.8013
35.136939	126.803049
35.136939	126.803049
35.138998	126.8048249
35.138998	126.8048249
35.137057	126.800701
35.138816	126.799022
35.140094	126.799096
35.140094	126.799096
35.140094	126.799096
35.14018546	126.797191
35.14018546	126.797191
35.14018546	126.797191
35.14020719	126.8009852
35.14020719	126.8009852
35.139902	126.805314
35.139902	126.805314
35.142979	126.799572
